Date,ReturnPct
2005-09-30,0.8858710965271355
2005-10-31,-1.254517116950049
2005-11-30,2.7747679242526857
2005-12-30,1.6838684698575745
2006-01-31,3.5965456987711697
2006-02-28,3.0128502939019253
2006-03-31,3.6023281720508393
2006-04-28,4.377256071759339
2006-05-31,0.7236225036642008
2006-06-30,0.5384765701670569
2006-07-31,0.9292999483483388
2006-08-31,3.0358380300892884
2006-09-29,5.284560641871261
2006-10-31,8.237575078433213
2006-11-30,9.511857493791197
2006-12-29,10.309207319569325
2007-01-31,11.252258318704754
2007-02-28,8.181415116316671
2007-03-30,8.839992680198726
2007-04-30,13.077104370113535
2007-05-31,16.10168772053644
2007-06-29,13.297705666162528
2007-07-31,9.070020367226949
2007-08-31,10.059925108044743
2007-09-28,13.539688392299997
2007-10-31,14.642944572840877
2007-11-30,9.171326238088584
2007-12-31,7.925587437031334
2008-01-31,1.115333144068864
2008-02-29,-2.474339517012436
2008-03-31,-2.9779241962898717
2008-04-30,1.6192023131922806
2008-05-30,2.6027022959206114
2008-06-30,-6.258701552941181
2008-07-31,-7.016685199281481
2008-08-29,-5.670119181061417
2008-09-30,-14.085033288522265
2008-10-31,-28.32329824835528
2008-11-28,-32.684259978215614
2008-12-31,-30.591098490975632
2009-01-30,-36.233236855036324
2009-02-27,-42.116535908966235
2009-03-31,-35.45321764477978
2009-04-30,-28.979528272356692
2009-05-29,-24.558516171438903
2009-06-30,-24.074677767503484
2009-07-31,-17.91641991417383
2009-08-31,-14.81563947295349
2009-09-30,-11.418805813304356
2009-10-30,-12.899054003374765
2009-11-30,-7.6533457173702075
2009-12-31,-5.888235740787751
2010-01-29,-9.29109740833658
2010-02-26,-6.557208902626622
2010-03-31,-0.958142673718454
2010-04-30,0.5075949868331708
2010-05-28,-7.760132325122937
2010-06-30,-12.503492025464013
2010-07-30,-6.259043597195779
2010-08-31,-10.64340636741714
2010-09-30,-2.684803207887987
2010-10-29,0.9385042343645456
2010-11-30,0.6913499521555178
2010-12-31,7.220840814412455
2011-01-31,9.520669902942425
2011-02-28,12.849917269695975
2011-03-31,12.567655154029666
2011-04-29,15.582022699965936
2011-05-31,13.805974487546258
2011-06-30,11.570615433834842
2011-07-29,8.999360743208506
2011-08-31,2.699004398060212
2011-09-30,-4.689539825881051
2011-10-31,5.689361880113997
2011-11-30,5.136284697803384
2011-12-30,5.968618259048686
2012-01-31,10.486811753496085
2012-02-29,14.82166060216883
2012-03-30,18.2203231480643
2012-04-30,17.10158914813269
2012-05-31,9.56316800177406
2012-06-29,13.8088048160818
2012-07-31,15.073100836814657
2012-08-31,17.16998704342125
2012-09-28,19.806637322498766
2012-10-31,17.209598042090303
2012-11-30,17.33482298312323
2012-12-31,17.97341756195521
2013-01-31,23.68390226822388
2013-02-28,24.77772730076129
2013-03-28,28.986567493273085
2013-04-30,31.006987395721985
2013-05-31,33.400552949637486
2013-06-28,31.0472082675316
2013-07-31,37.18379530261389
2013-08-30,32.50650521291716
2013-09-30,36.10258613920359
2013-10-31,41.78287529130351
2013-11-29,45.32728524668119
2013-12-31,48.295005174715435
2014-01-31,42.57005928998674
2014-02-28,48.30979795652999
2014-03-31,48.877365719340915
2014-04-30,49.32543916438152
2014-05-30,51.99081250264845
2014-06-30,54.3916553022495
2014-07-31,51.56137398653045
2014-08-29,56.7803392694791
2014-09-30,53.840384834902075
2014-10-31,56.92578075691523
2014-11-28,60.255106667340776
2014-12-31,59.058926271155585
2015-01-30,53.619918276454804
2015-02-27,61.548908725999965
2015-03-31,58.21206624587256
2015-04-30,59.061816021433145
2015-05-29,60.215566404686925
