Date,ReturnPct
2005-09-30,7.732538132440481
2005-10-31,4.435097890753448
2005-11-30,11.869238377741432
2005-12-30,18.223827982847475
2006-01-31,18.955321232321687
2006-02-28,12.57206996520388
2006-03-31,16.3544681217904
2006-04-28,14.267516554567973
2006-05-31,2.5919746824851986
2006-06-30,2.33382116868901
2006-07-31,1.7693203906788968
2006-08-31,6.1117334602177165
2006-09-29,5.797316132316821
2006-10-31,7.122266639997998
2006-11-30,5.865033949134468
2006-12-29,11.6028497264415
2007-01-31,12.623844103529835
2007-02-28,13.351305959068437
2007-03-30,10.544377238001967
2007-04-27,10.546902170001626
2007-05-31,13.193447508819967
2007-06-29,14.735692431619473
2007-07-31,8.571563527147674
2007-08-31,3.5932278895485226
2007-09-28,4.740062939429279
2007-10-31,4.334591940335364
2007-11-30,-2.43351405412896
2007-12-28,-4.472907955547678
2008-01-31,-14.520070419193075
2008-02-29,-12.981318187853974
2008-03-31,-18.93663525655702
2008-04-30,-9.442959877174417
2008-05-30,-6.248616522673056
2008-06-30,-11.853088825372948
2008-07-31,-12.248610347744526
2008-08-29,-13.579609609740096
2008-09-30,-25.037866242805862
2008-10-31,-40.92340356872665
2008-11-28,-36.17101775910739
2008-12-30,-30.965822918711318
2009-01-30,-37.70992277509203
2009-02-27,-38.48358923138877
2009-03-31,-31.369822457666817
2009-04-30,-25.287279144877495
2009-05-29,-19.4119902188292
2009-06-30,-15.72266791778809
2009-07-31,-12.351134298990674
2009-08-31,-11.202716481489961
2009-09-30,-14.24343647881513
2009-10-30,-15.076949943888618
2009-11-30,-20.909502854232077
2009-12-30,-10.746479968055523
2010-01-29,-13.694959263140971
2010-02-26,-14.304371045396403
2010-03-31,-6.14689127642345
2010-04-30,-6.42227452517623
2010-05-31,-17.328421434584527
2010-06-30,-20.43991033715845
2010-07-30,-17.867289622559657
2010-08-31,-24.009526398074232
2010-09-30,-18.166411207715992
2010-10-29,-19.62414078228515
2010-11-30,-13.085318422250293
2010-12-30,-10.532380427246224
2011-01-31,-10.453661600399922
2011-02-28,-7.076012354474493
2011-03-31,-14.676666997907228
2011-04-28,-13.62089208471453
2011-05-31,-14.989048407632566
2011-06-30,-13.565763953608423
2011-07-29,-13.416597317845714
2011-08-31,-21.114973778200962
2011-09-30,-21.730117654440207
2011-10-31,-17.8153164906118
2011-11-30,-22.878756998627047
2011-12-30,-22.350253970049728
2012-01-31,-18.86248072886304
2012-02-29,-10.375607309709057
2012-03-30,-7.0543480504963725
2012-04-27,-12.240782697545061
2012-05-31,-21.25700777485958
2012-06-29,-15.5905035241225
2012-07-31,-18.511879064890024
2012-08-31,-17.146611388943256
2012-09-28,-16.863088710411
2012-10-31,-16.233337409000892
2012-11-30,-11.376007118214437
2012-12-28,-2.470741245425123
2013-01-31,4.504712878074502
2013-02-28,8.4517902197073
2013-03-29,16.319200244212052
2013-04-30,30.04483582079174
2013-05-31,29.23496467409945
2013-06-28,28.32283346011333
2013-07-31,28.23839400305934
2013-08-30,25.61645540640467
2013-09-30,35.626654087666545
2013-10-31,34.42705673163737
2013-11-29,46.94220101615956
2013-12-30,52.84770386840798
2014-01-31,39.93053761159684
2014-02-28,39.24132436528909
2014-03-31,39.11710234285657
2014-04-30,34.2034790807008
2014-05-30,37.28335696804726
2014-06-30,42.25327320157235
2014-07-31,46.55658866491916
2014-08-29,44.71599907630568
2014-09-30,51.742578652318436
2014-10-31,53.996551424890505
2014-11-28,63.811135695550945
2014-12-30,63.72594493256396
2015-01-30,65.82399423723837
2015-02-27,76.36531123951866
2015-03-31,80.20309189243653
2015-04-30,83.13989181088594
2015-05-29,92.92680603377046
2015-06-30,89.85489931912767
2015-07-31,93.13405652406573
2015-08-31,77.23354603002977
2015-09-30,63.138442017501475
2015-10-30,79.04072999142768
2015-11-30,85.27396715127391
2015-12-30,78.57735747612293
2016-01-29,64.35953405302813
2016-02-29,50.36565477156889
2016-03-31,57.232554350019086
2016-04-28,56.36358657810994
2016-05-31,61.7013770130429
2016-06-30,46.13580236884045
2016-07-29,55.455569222220305
2016-08-31,58.44032444863638
2016-09-30,54.33506055903945
2016-10-31,63.48435426377061
2016-11-30,71.77312780720504
2016-12-30,79.33410579599244
2017-01-31,78.64893310964136
2017-02-28,79.3774616456864
2017-03-31,77.40973643358318
2017-04-28,80.10692473301393
2017-05-31,84.3648319987523
2017-06-30,87.95688063797786
2017-07-31,86.94126161285627
2017-08-31,84.32420650476602
2017-09-29,90.98590794083543
2017-10-31,106.51648272328158
2017-11-30,113.20926257062776
2017-12-29,113.58434747653882
2018-01-31,116.71188747929273
2018-02-28,107.04780261418443
2018-03-30,101.28772327130675
2018-04-27,110.79718571049888
2018-05-31,108.30107253308495
2018-06-29,109.26452160720119
2018-07-31,111.60265896880297
2018-08-31,114.52454271580233
2018-09-28,126.2981113953944
2018-10-31,105.66131332619051
2018-11-30,109.70126857322225
2018-12-28,87.78180803105646
2019-01-31,94.90024850077836
2019-02-28,100.63903473404304
2019-03-29,98.95634766310188
2019-04-26,108.83501283248584
2019-05-31,93.28369467647522
2019-06-28,99.61412516970127
2019-07-31,101.91847208885352
2019-08-30,94.25174320886416
2019-09-30,104.11681157331446
2019-10-31,115.10519225479321
2019-11-29,118.54723625091026
2019-12-30,121.95023066304684
2020-01-31,117.71475262808843
2020-02-28,98.36668245291517
2020-03-31,77.48244818826855
2020-04-30,89.46046370430842
2020-05-29,105.26191176239949
2020-06-30,109.1109436797773
2020-07-31,103.68673473801562
2020-08-31,117.10097232990626
2020-09-30,117.52654132960726
2020-10-30,115.57516160268028
2020-11-30,148.00449424515043
2020-12-30,157.4856452778434
2021-01-29,159.54240940527328
2021-02-26,171.76379306999675
2021-03-31,173.7602328283681
2021-04-30,170.32476734029842
2021-05-31,170.76994359239688
2021-06-30,170.12678906468835
2021-07-30,155.9790569877809
2021-08-31,163.54060303715178
2021-09-30,176.32962582105094
2021-10-29,171.07589002793796
2021-11-30,161.02825432177133
2021-12-30,170.12849324643872
2022-01-31,153.3369522404127
2022-02-28,148.87892272847498
2022-03-31,161.02515747536458
2022-04-28,151.89134800266694
2022-05-31,155.94350738997608
2022-06-30,147.62376538247452
2022-07-29,160.83949328724154
2022-08-31,163.55927573826682
2022-09-30,143.34711211748132
2022-10-31,158.83002478452005
2022-11-30,162.40959441544405
2022-12-30,144.82282356615147
2023-01-31,156.38736427555804
2023-02-28,157.4986923467285
2023-03-31,163.08970953014867
2023-04-28,170.7357866592483
2023-05-31,189.79509881266446
2023-06-30,211.38493762013243
2023-07-31,211.2271267251349
2023-08-31,206.03992731842885
2023-09-29,198.89334036302225
2023-10-31,189.5227229251535
2023-11-30,214.17942920015278
2023-12-29,213.96627820960333
2024-01-31,240.44779664862332
2024-02-29,267.4635485796034
2024-03-29,278.75263487962724
2024-04-30,260.328121265982
2024-05-31,261.0996941346268
2024-06-28,271.3748472667445
2024-07-31,266.8596085566899
2024-08-30,262.5994473731526
2024-09-30,255.76736441110924
2024-10-31,266.66661455458654
2024-11-29,258.4739348724349
2024-12-30,274.29702420630304
2025-01-31,271.27549163824045
2025-02-28,248.5989162855062
2025-03-31,234.1697010272172
2025-04-30,238.1835804610137
2025-05-30,256.1947292152353
2025-06-30,279.8592535453153
2025-07-31,285.3237031658293
2025-08-29,300.7915897142082
2025-09-30,321.56519876135593
2025-10-31,391.73167554204946
2025-11-28,371.4903209370871
2025-12-30,372.29315546235824
2026-01-30,400.2836260564496
2026-02-27,452.1427562999743
2026-03-31,379.08807626752116
2026-04-13,430.118131251725
